Timestamp,Gesture,Control,Name,Score,Hand_position_x,Hand_position_y,Hand_position_z,Hand_pitch,Hand_yaw,Hand_roll,Hand_sphere_x,Hand_sphere_y,Hand_sphere_z,Hand_sphere_r,finger0_direction_x,finger0_direction_y,finger0_direction_z,finger0_tip_x,finger0_tip_y,finger0_tip_z,finger1_direction_x,finger1_direction_y,finger1_direction_z,finger1_tip_x,finger1_tip_y,finger1_tip_z,finger2_direction_x,finger2_direction_y,finger2_direction_z,finger2_tip_x,finger2_tip_y,finger2_tip_z,finger3_direction_x,finger3_direction_y,finger3_direction_z,finger3_tip_x,finger3_tip_y,finger3_tip_z,finger4_direction_x,finger4_direction_y,finger4_direction_z,finger4_tip_x,finger4_tip_y,finger4_tip_z
3/11/2014 11:28:33,5,Yes,7,-1,8.19426,105.258,57.2383,0.627502740666789,-0.222987866402152,0.109618797659156,2.38498,177.134,85.2428,88.5405,0.0162848,0.676274,-0.73647,36.3128,164.63,-6.15281,-0.286886,0.731718,-0.618292,-39.0636,155.178,6.40462,-0.0472368,0.569079,-0.820925,-3.30283,124.03,24.7374,,,,,,,,,,,,
3/19/2014 12:10:53,5,Yes,12,-1,9.44907,258.912,64.7609,0.706670240520428,0.13447938725655,-3.021802977858,3.73001,304.243,46.8146,62.5361,-0.147335,0.725788,-0.671956,-34.8335,330.694,-1.48146,0.456921,0.529897,-0.714446,15.5911,262.669,7.58444,0.41992,0.309994,-0.852977,64.88,295.958,13.1672,,,,,,,,,,,,
3/29/2014 14:09:11,4,No,15,0 1,48.3529,150.809,-17.7753,0.713893944186527,-0.848627888787829,-0.085143812266693,38.8521,141.669,-32.4064,76.9604,-0.754512,-0.265353,-0.60025,-11.951,180.34,-87.1601,,,,,,,,,,,,,,,,,,,,,,,,
3/11/2014 11:21:38,4,Yes,7,-3 -4,1.08862,177.276,52.9433,0.306443312725282,-0.15477912991113,0.174741372410436,-9.06244,140.622,10.1663,71.9204,0.184036,-0.162128,-0.969456,5.65945,189.846,-42.7428,0.226963,-0.308562,-0.92373,33.7242,183.058,-34.082,-0.296056,0.0752457,-0.952202,-51.0818,202.901,-26.25,0.409722,-0.284357,-0.866758,58.5381,172.082,-2.08856,-0.991992,0.0550088,-0.113691,-73.0029,154.48,47.3272
3/19/2014 11:19:23,4,Yes,11,1,12.3327,132.04,27.5282,0.771557991227425,-0.673190337762785,0.245430443773137,-2.55169,168.937,0.721533,58.7058,-0.0221849,0.223536,-0.974443,6.52231,220.277,-44.9456,-0.58877,0.506354,-0.630044,-57.089,149.176,-14.9527,,,,,,,,,,,,,,,,,,
3/12/2014 12:50:33,4,Yes,8,0,12.8396,102.952,37.1843,0.610836558124904,-0.371681120441945,0.39806868827354,3.9228,103.352,10.5436,57.1655,-0.00662497,0.0428344,-0.99906,5.64568,150.649,-40.0086,-0.276347,0.340598,-0.89868,-32.8134,153.56,-23.4271,,,,,,,,,,,,,,,,,,
3/3/2014 11:15:14,4,Yes,2,-2,13.9448,154.714,64.1941,0.672195941873629,-0.392234147805157,0.132598908325976,-3.07255,149.228,27.1505,67.4436,0.060022,-0.401592,-0.91385,24.0726,171.051,-33.6781,-0.252998,0.204168,-0.945678,-30.6114,216.443,-18.8865,-0.0655273,-0.164093,-0.984266,39.1726,156.482,27.5562,-0.755958,0.111141,-0.645117,-74.2669,140.282,39.986,,,,,,
3/4/2014 12:50:07,4,Yes,4,-2,18.9577,272.649,24.8619,0.250658792614054,-0.687915273986113,0.304910604893863,12.5355,272.227,-19.4422,61.9013,-0.143995,0.0564707,-0.987966,-1.85787,306.363,-82.5988,-0.334786,-0.0375314,-0.941546,-47.1449,288.204,-59.7464,-0.088052,-0.70636,-0.702355,48.8365,230.488,-43.3589,-0.999519,0.0148494,0.0272366,-56.6088,231.687,43.902,,,,,,
3/11/2014 11:22:40,4,Yes,7,-3,-2.19494,181.523,19.1552,0.113280608501415,-0.445160898099456,0.285611867672462,-4.30818,153.428,5.01751,59.5718,0.171653,-0.26879,-0.94778,1.97584,187.98,-48.887,0.0941065,-0.401852,-0.910856,22.2068,177.69,-40.49,-0.301762,-0.162718,-0.939395,-54.3364,181.608,-29.6602,-0.999425,-0.0254234,0.0224375,-53.7291,126.15,42.2169,,,,,,
3/17/2014 11:56:41,4,Yes,10,-3,12.7735,233.65,48.0465,0.301458899533327,-0.234674900963935,0.069926638354423,0.244909,216.305,-0.749687,62.9481,0.304462,-0.176476,-0.936034,42.9414,243.84,-48.7374,-0.124476,0.134698,-0.983037,-17.3254,272.625,-44.4399,-0.7409,0.0951403,-0.664842,-68.4477,223.886,13.5595,0.787636,-0.291089,-0.543044,83.8534,179.854,123.695,,,,,,
