Timestamp,Gesture,Control,Name,Score_knn,Score_knn_plus,Score_svm,Score_svm_plus,Hand_position_x,Hand_position_y,Hand_position_z,Hand_pitch,Hand_yaw,Hand_roll,Hand_sphere_x,Hand_sphere_y,Hand_sphere_z,Hand_sphere_r,finger0_direction_x,finger0_direction_y,finger0_direction_z,finger0_tip_x,finger0_tip_y,finger0_tip_z,finger1_direction_x,finger1_direction_y,finger1_direction_z,finger1_tip_x,finger1_tip_y,finger1_tip_z,finger2_direction_x,finger2_direction_y,finger2_direction_z,finger2_tip_x,finger2_tip_y,finger2_tip_z,finger3_direction_x,finger3_direction_y,finger3_direction_z,finger3_tip_x,finger3_tip_y,finger3_tip_z,finger4_direction_x,finger4_direction_y,finger4_direction_z,finger4_tip_x,finger4_tip_y,finger4_tip_z
3/25/2014 10:55:24,1,Yes,13,10,10,10,10,5.71006,132.457,73.6128,0.136920190615576,-0.467119825091658,0.15310726820919,-0.12532,104.129,38.0768,70.5094,-0.223881,-0.157484,-0.961809,-7.50854,137.544,-33.8207,-0.222107,-0.0991345,-0.96997,-32.5422,142.25,-31.6325,0.179494,-0.180858,-0.966991,43.8445,123.548,-17.0126,-0.270147,-0.0812398,-0.959386,-55.3641,136.853,-10.4981,-0.972203,0.192548,0.13322,-77.7316,113.167,93.299
3/25/2014 10:57:12,1,Yes,13,10,10,10,10,-9.33083,126.942,32.8492,0.267272409110705,-0.696939604063113,-0.200536566063072,-14.95,114.927,16.3989,61.4386,-0.290302,-0.216224,-0.932187,-1.11701,111.441,-48.9053,-0.621886,-0.0555625,-0.781134,-48.9554,137.877,-39.9325,-0.516934,-0.0446199,-0.854862,-68.2567,145.387,-26.7876,-0.646007,0.0504842,-0.761661,-83.3788,143.054,4.84897,-0.854533,-0.0116486,0.519266,-69.1974,115.148,100.534
3/29/2014 14:04:48,1,No,15,10,10,10,7,15.8267,94.7656,3.72664,0.767252999893469,-0.563325620310148,-0.42755408020378,-7.03968,95.2417,-43.3493,70.4494,-0.314335,0.449651,-0.836066,4.44016,161.428,-88.2439,-0.302796,0.491278,-0.816676,-18.9419,171.502,-79.0872,-0.133272,0.429668,-0.893098,38.8565,142.767,-76.4219,-0.412383,0.52544,-0.744213,-46.8589,155.154,-53.3921,-0.889528,0.0321898,-0.455745,-58.6124,107.003,22.6578
5/6/2014 14:08:21,1,Yes,,10,10,10,10,12.8303,114.926,-17.8053,0.317303007815339,0.007194362946847,-0.087159040471781,10.1372,51.4181,-75.6912,94.2493,0.110395,-0.0262616,-0.993541,29.7564,138.8,-120.889,-0.155773,-0.0356071,-0.987151,-19.8212,131.531,-109.591,0.143682,0.0141877,-0.989522,54.2161,135.014,-109.386,0.338661,0.000303122,-0.940908,79.9175,113.512,-80.3283,-0.514154,0.135744,-0.846888,-73.1786,122.881,-23.1512
5/6/2014 14:08:30,1,Yes,,10,10,10,10,-6.63837,124.32,3.42081,0.297930585225856,-0.075899354555171,0.099961749051353,-2.87363,23.1064,-53.3577,125.351,0.0846289,-0.0415777,-0.995545,0.901321,146.312,-95.2493,0.129094,0.0197574,-0.991436,28.303,145.568,-83.9493,-0.214274,-0.0436358,-0.975798,-48.0264,134.581,-81.9227,0.354955,0.118631,-0.927326,59.44,133.627,-51.6285,-0.658729,0.176994,-0.731265,-87.446,115.182,-4.10058
5/6/2014 14:14:25,1,Yes,,10,10,10,10,-14.825,126.299,7.64492,0.309810481726288,0.072465489431918,-0.160220694875434,-30.9249,34.5521,-40.2401,117.821,0.135107,-0.166856,-0.976681,4.04415,139.366,-90.1656,-0.048588,-0.220322,-0.974216,-39.9127,139.392,-80.8295,0.144733,-0.0653369,-0.987311,25.2419,139.106,-78.1654,0.345232,-0.0561275,-0.936838,51.0236,121.574,-46.8757,-0.4631,0.368406,-0.806112,-93.6294,141.587,4.07251
5/6/2014 14:14:28,1,Yes,,10,10,10,10,-10.6221,124.104,17.4355,0.356911793420312,0.005895972731127,-0.026306696246523,-18.1436,38.1209,-35.1945,114.354,0.131747,-0.0337768,-0.990708,4.55914,146.978,-78.8199,-0.0889597,-0.0639967,-0.993977,-41.4533,140.726,-68.8695,0.135057,0.0280965,-0.990439,26.1901,146.473,-66.7838,0.329908,0.0832083,-0.940339,54.2205,129.385,-37.0605,-0.412036,0.273687,-0.869093,-89.6859,130.88,15.3533
5/6/2014 14:14:42,1,Yes,,10,10,10,10,5.1404,134.127,14.3125,0.348140293158775,-0.089751110377983,-0.153045583071957,1.79292,106.657,-25.0956,62.261,-0.0323644,-0.029882,-0.999029,6.61886,145.891,-85.4935,0.0384571,0.128962,-0.990904,33.5566,145.23,-77.3648,-0.26773,0.109216,-0.957284,-37.8185,139.607,-67.141,0.18656,0.170241,-0.967581,69.0336,128.346,-49.3106,-0.719397,0.0832843,-0.689588,-77.2004,131.319,35.2634
5/6/2014 14:14:45,1,Yes,,10,10,10,10,4.8726,130.477,19.1059,0.338016029135363,-0.170283844153436,0.004826566701847,-6.00137,46.0212,-29.8157,109.78,-0.0455465,-0.152032,-0.987326,4.22851,148.444,-79.6803,-0.0235666,-0.0975253,-0.994954,29.6985,145.125,-72.5724,-0.248713,-0.211254,-0.945258,-39.2701,142.154,-61.251,0.192558,-0.0546316,-0.979764,61.96,128.981,-46.9631,-0.739449,0.0708621,-0.669473,-77.6481,118.225,30.7311
5/6/2014 14:14:54,1,Yes,,10,10,10,10,10.6338,132.178,23.2652,0.362146280705481,-0.023823983468601,-0.117813549760633,3.0191,54.5081,-28.0789,104.84,0.0553961,-0.111724,-0.992194,21.1874,152.615,-75.6437,0.072333,-0.0739588,-0.994635,45.5658,147.435,-66.7283,-0.140057,-0.204098,-0.96888,-23.4405,143.969,-62.5951,0.297247,-0.0268634,-0.954423,75.5772,129.009,-38.3742,-0.727288,0.324278,-0.604894,-78.8417,136.953,22.3886
5/6/2014 14:14:58,1,Yes,,10,10,10,10,5.36311,136.097,12.181,0.374833067367836,-0.039411675747121,2.85198921243321,-32.31,41.865,-49.1922,127.728,-0.0137701,-0.0750179,-0.997087,12.0299,158.986,-88.3268,0.0148869,-0.020644,-0.999676,35.2262,148.199,-81.0851,-0.215399,-0.0458533,-0.975449,-31.8089,163.037,-71.7528,0.273681,-0.0300374,-0.961351,64.5796,123.836,-54.3293,-0.692041,0.370237,-0.619681,-82.9588,151.769,13.8004
5/6/2014 14:15:10,1,Yes,,10,10,10,10,11.8911,133.4,9.54735,0.210659432640838,0.050294343767721,-0.477024928572188,-39.9881,35.416,-43.6856,130.143,0.0653471,-0.132911,-0.988971,25.9486,140.769,-92.5791,0.139089,-0.0449177,-0.989261,48.952,129.788,-82.931,-0.166419,-0.039531,-0.985262,-18.8701,155.303,-78.9602,0.350957,-0.135184,-0.926582,71.3418,103.77,-51.4701,-0.570231,0.491295,-0.658381,-70.6081,173.271,9.44567
5/6/2014 14:15:05,1,Yes,,10,10,10,10,-2.99995,136.046,11.2504,0.343164385622979,0.079611116988124,-0.134901847808152,-13.7501,59.3424,-37.4326,105.496,0.132171,-0.120945,-0.983821,15.1103,154.166,-84.6715,-0.0459794,-0.228219,-0.972524,-28.8448,148.59,-75.6954,0.157457,-0.0486571,-0.986326,38.6594,151.508,-73.2755,0.388289,-0.0148601,-0.921418,64.7724,133.016,-42.4035,-0.509876,0.20693,-0.834989,-78.1991,149.129,-12.132
3/3/2014 10:49:37,2,Yes,1,10,10,8,9,-5.7955,200.964,16.8745,0.133088628557196,-0.245573218096804,-0.040181601116919,-19.6083,184.851,-27.57,54.9991,0.119267,-0.0480706,-0.991698,-2.94872,207.779,-84.961,-0.370799,-0.0151923,-0.928589,-66.2143,207.694,-67.9064,,,,,,,,,,,,,,,,,,
3/3/2014 10:54:35,2,Yes,1,10,10,8,9,17.418,195.57,18.7065,0.033719615859504,-0.699828434690099,-0.014220848253852,-7.9639,175.924,-10.0409,56.2986,-0.308583,-0.234384,-0.921868,-27.614,189.121,-74.3648,-0.687798,-0.132692,-0.713671,-75.5421,192.821,-35.6939,,,,,,,,,,,,,,,,,,
3/3/2014 11:12:42,2,Yes,2,10,10,9,9,19.3745,126.292,64.8701,0.78953253744979,-0.303149716768528,-0.406026855754868,19.9098,152.812,42.5499,56.5927,0.124311,0.330711,-0.935509,22.6437,187.978,-15.044,-0.323895,0.491624,-0.80833,-37.3594,186.613,7.31898,,,,,,,,,,,,,,,,,,
3/4/2014 12:52:25,2,Yes,4,10,10,10,10,30.1035,209.422,35.1473,0.60785884178018,-0.336054185031445,-0.311524185262486,24.2368,241.448,7.14327,58.677,0.0228804,0.329503,-0.943877,25.1601,274.764,-49.4736,-0.195618,0.586667,-0.785847,-26.7918,274.575,-30.8603,,,,,,,,,,,,,,,,,,
3/4/2014 16:20:16,2,Yes,5,10,10,8,9,39.3737,126.58,35.1513,0.497436303398747,-0.714098050084241,-0.303430017332884,38.4635,180.977,28.178,73.2405,-0.251583,0.210496,-0.944668,-1.94327,176.912,-38.1997,-0.403193,0.416456,-0.814862,-34.7852,170.75,-9.06518,,,,,,,,,,,,,,,,,,
3/5/2014 13:23:20,2,Yes,6,10,10,9,9,42.8713,217.258,46.913,0.654864097067768,-0.295942017437962,-0.266539628429637,40.7178,256.494,27.9345,61.8417,-0.0114795,0.456338,-0.889733,47.0338,279.098,-36.7301,-0.345318,0.370629,-0.8622,-8.64725,280.529,-21.6602,,,,,,,,,,,,,,,,,,
3/5/2014 13:24:06,2,Yes,6,10,10,10,10,40.1268,228.714,23.4286,0.592206392324358,-0.425744250835434,-0.188246283627846,32.0886,252.536,-7.97941,54.1426,-0.00484925,0.496945,-0.867768,25.8893,283.506,-59.6576,-0.416646,0.292895,-0.860592,-18.6328,274.858,-44.7893,,,,,,,,,,,,,,,,,,
3/11/2014 11:24:11,2,Yes,7,10,10,10,10,1.5566,141.014,38.2327,0.413644876816703,-0.325047097084677,-0.184414794307951,-3.92206,151.197,-4.46621,50.7857,0.110441,0.22529,-0.968012,-2.37923,189.68,-52.9766,-0.316659,0.201757,-0.926834,-51.9955,175.345,-36.7379,,,,,,,,,,,,,,,,,,
3/11/2014 11:25:10,2,Yes,7,10,10,8,9,3.95945,141.532,35.826,0.528616431196605,-0.029635804286751,-0.139651600053602,3.3229,171.578,2.08611,52.0347,0.15225,0.560147,-0.814282,9.08476,201.541,-49.8006,-0.289093,0.35036,-0.890883,-47.6204,189.62,-36.3592,,,,,,,,,,,,,,,,,,
3/17/2014 11:41:35,2,Yes,9,3,6,8,9,-0.919501,121.072,20.4445,0.141867203338458,-0.027874792380932,0.128824739031546,-6.19566,150.32,-22.1009,55.3995,0.318114,0.334273,-0.887167,26.4709,164.037,-83.5915,-0.362679,0.332657,-0.870519,-44.6998,172.552,-71.9084,,,,,,,,,,,,,,,,,,
3/17/2014 11:42:11,2,Yes,9,10,10,9,10,10.0053,156.153,36.9521,0.452705358655011,-0.229595426473864,-0.101921144935455,3.49712,168.756,-8.44688,53.2548,0.0758545,0.33694,-0.938466,16.129,202.335,-61.0622,-0.465356,0.339539,-0.817409,-44.8826,200.371,-45.1685,,,,,,,,,,,,,,,,,,
3/17/2014 11:55:11,2,Yes,10,6,6,10,9,12.5353,221.808,50.8931,0.190161158962106,0.001379008528361,-0.155802132274945,10.5076,233.139,-1.11231,51.8055,0.284305,0.475175,-0.832694,33.0453,268.274,-47.6927,-0.0041383,-0.726964,-0.686663,-12.8518,181.087,-18.9431,,,,,,,,,,,,,,,,,,
3/17/2014 11:55:50,2,Yes,10,10,10,7,9,13.7417,231.69,49.1816,0.705150673873012,-0.72261832616985,-0.24983647658309,18.2767,274.828,50.0539,70.4214,0.265054,0.728253,-0.631977,37.2742,294.227,-26.1338,-0.205803,0.674472,-0.709036,-28.5683,300.212,-13.7228,,,,,,,,,,,,,,,,,,
3/19/2014 11:22:44,2,Yes,11,6,10,8,9,21.3089,117.847,45.375,0.777663111377195,-0.379606500710838,-0.15016982822404,9.50222,170.206,35.5704,71.2271,-0.291413,-0.568529,-0.76932,11.8043,147.572,-46.343,-0.245776,0.710289,-0.659609,-33.3637,220.822,-14.8435,,,,,,,,,,,,,,,,,,
3/19/2014 12:07:57,2,Yes,12,10,10,10,10,55.1508,230.266,38.3842,0.612964327604743,-0.11140724693931,-0.113195951513532,53.716,261.038,1.23653,52.3429,0.127435,0.243618,-0.961463,66.8653,288.785,-50.1922,-0.115029,0.468867,-0.875746,21.6204,294.069,-46.0971,,,,,,,,,,,,,,,,,,
3/19/2014 12:08:49,2,Yes,12,10,10,10,10,42.8899,194.6,1.21193,0.443464159587798,-0.077116241181817,-0.089753372068671,41.574,224.868,-36.8761,54.0222,0.137709,0.094942,-0.985912,56.1069,244.62,-94.7613,-0.108966,0.325846,-0.939122,12.5492,249.829,-89.6319,,,,,,,,,,,,,,,,,,
3/25/2014 10:59:46,2,Yes,13,6,6,5,7,63.6237,148.904,52.0035,1.00000236893046,-0.899667497473879,2.49591267081344,38.6664,146.359,28.304,67.09,-0.447163,0.119643,-0.886414,6.89044,205.707,-11.7693,-0.523136,0.294259,-0.799838,-17.1392,201.497,20.8856,,,,,,,,,,,,,,,,,,
3/25/2014 11:00:38,2,Yes,13,10,10,8,9,49.4387,125.183,52.8605,0.365770752862927,-0.682701142019178,-0.252568590941132,39.3224,137.029,27.0758,57.1746,-0.337996,-0.0665816,-0.938789,6.35134,149.174,-33.0655,-0.532025,-0.0237728,-0.846395,-29.0864,145.73,2.24002,,,,,,,,,,,,,,,,,,
3/26/2014 12:16:34,2,Yes,14,10,10,9,10,-3.18324,155.724,63.1842,0.884946760097068,-0.493907345602679,-0.082299959303568,-17.0739,170.276,27.2454,55.4418,-0.0950304,0.484398,-0.869671,-14.9463,224.722,-11.0699,-0.370877,0.550089,-0.748233,-57.8552,219.602,11.1435,,,,,,,,,,,,,,,,,,
3/26/2014 12:17:15,2,Yes,14,10,10,9,10,21.1105,137.517,39.0875,0.862050390955643,-0.197546617835632,-0.121765024085572,16.2899,173.589,26.2111,56.955,0.123267,0.483173,-0.866804,31.5137,210.761,-32.096,-0.193086,0.719259,-0.667372,-17.9988,219.091,-12.9378,,,,,,,,,,,,,,,,,,
5/6/2014 14:18:26,2,Yes,,6,6,5,6,4.35763,161.092,32.1751,0.438199889267615,-0.112554864441498,0.093427050309014,10.4607,182.199,1.27882,57.5113,0.296039,-0.141502,-0.944637,31.4112,166.196,-62.2664,-0.218274,0.207924,-0.95348,-34.7919,188.051,-52.3413,,,,,,,,,,,,,,,,,,
5/6/2014 14:18:31,2,Yes,,10,10,7,8,-1.24414,190.982,37.633,0.274416804391146,-0.055640007580103,0.151611171957672,-3.65049,189.235,-5.35898,53.5811,0.287913,-0.0804221,-0.954274,25.0076,206.436,-59.4674,-0.2199,0.256441,-0.941213,-40.3921,225.238,-48.6883,,,,,,,,,,,,,,,,,,
5/6/2014 14:18:45,2,Yes,,10,10,8,9,2.52578,176.638,35.955,0.196170066902121,-0.016454225292497,0.030011092794057,-5.6706,181.665,-8.04847,54.4915,0.203618,-0.192346,-0.95997,26.8705,188.233,-63.995,-0.140603,0.304991,-0.941919,-26.6054,227.719,-51.2433,,,,,,,,,,,,,,,,,,
5/6/2014 14:18:41,2,Yes,,10,10,7,8,9.49188,159.304,42.7446,0.289578385835557,-0.004015381865159,0.001143731051858,1.30229,159.195,0.556993,54.939,0.238763,-0.218299,-0.946223,36.9384,167.15,-53.7395,-0.141004,0.297824,-0.94415,-19.6753,207.278,-42.4334,,,,,,,,,,,,,,,,,,
3/3/2014 10:51:25,3,Yes,1,6,3,4,4,2.5439,188.011,14.2883,0.078300219173281,-0.447276064090819,0.090120487520282,-5.95507,137.9,-27.2409,63.7846,0.205012,-0.331619,-0.920869,19.1105,175.415,-88.025,-0.251199,-0.193899,-0.948316,-42.5846,184.751,-81.0367,-0.728639,0.0563321,-0.682577,-68.1119,171.75,-15.3723,,,,,,,,,,,,
3/3/2014 11:13:34,3,Yes,2,6,6,7,7,36.0222,142.805,54.1234,0.449226504183641,-0.223347935536882,0.141898324295489,11.2219,180.956,28.3913,62.0214,0.145627,0.277489,-0.949628,42.222,210.322,-38.2041,-0.343194,-0.563337,-0.751578,-31.1477,128.306,11.9361,0.020701,0.104936,-0.994263,49.7975,151.377,17.8578,,,,,,,,,,,,
3/4/2014 12:53:12,3,Yes,4,10,10,8,10,19.9144,226.851,43.1682,0.900233497320218,-0.710719960719662,-0.215247863426741,15.13,264.308,23.0202,67.0697,0.0717823,0.122824,-0.989829,31.4295,306.246,-36.7939,-0.109654,0.795322,-0.596187,-16.0008,316.819,-9.09432,-0.80068,0.417455,-0.4297,-72.2803,248.371,39.5524,,,,,,,,,,,,
3/4/2014 12:54:13,3,Yes,4,6,6,4,7,11.0896,255.052,4.16833,0.707900580960882,-0.717888038848342,-0.030213840605031,-2.72569,280.148,-19.7612,65.3106,0.0913251,0.357738,-0.929346,17.0174,327.943,-81.2802,-0.240859,0.76191,-0.601233,-39.0392,329.981,-58.6868,-0.497551,0.363283,0.787698,-81.6489,260.306,-0.589672,,,,,,,,,,,,
3/4/2014 16:22:22,3,Yes,5,3,3,4,7,34.6709,94.4346,32.555,0.209153681777898,-1.01661345617106,3.12020936352232,36.4298,163.345,28.0575,92.3934,-0.379467,0.140821,-0.914426,-7.6963,115.907,-55.057,-0.567962,0.376942,-0.731665,-36.378,121.423,-23.3349,-0.991309,0.0370303,-0.126233,-31.485,88.4803,57.6588,,,,,,,,,,,,
3/5/2014 13:25:06,3,Yes,6,10,10,7,7,32.4786,232.297,17.2324,0.887160117360226,-0.696730781126541,-0.259670011098158,21.0213,256.164,-6.59484,60.8273,0.135022,0.258662,-0.956485,44.152,289.88,-65.9426,-0.169346,0.727229,-0.665176,-4.59249,312.91,-34.5895,-0.66464,0.519109,-0.537382,-47.5005,252.325,11.7995,,,,,,,,,,,,
3/5/2014 13:25:40,3,Yes,6,10,10,7,10,47.1428,250.341,32.3511,1.17426154830271,-0.766480185602595,-0.556648660446727,35.0621,269.224,9.71384,63.8289,-0.0122771,-0.120945,-0.992583,65.6113,315.162,-34.6218,-0.190149,0.7853,-0.589192,21.4513,339.656,-1.47564,-0.973436,0.163189,-0.160596,-24.3891,284.404,37.3792,,,,,,,,,,,,
3/11/2014 11:27:06,3,Yes,7,10,10,7,7,5.26309,120.316,30.8775,0.550656053063685,-0.54622633631154,0.078946748401611,-2.28706,136.195,-6.72785,54.1767,0.151396,0.236662,-0.959724,16.9046,175.374,-58.4962,-0.211536,0.473841,-0.854826,-31.8143,182.056,-38.6771,-0.601327,-0.203264,-0.772716,-65.8851,108.802,7.4481,,,,,,,,,,,,
3/12/2014 12:55:43,3,Yes,8,6,6,8,10,7.17254,169.183,43.702,0.467490995632784,-0.379954482339741,0.035396151577848,-1.66075,183.488,1.02799,55.2642,0.408912,0.165617,-0.897419,38.5253,218.554,-41.7741,-0.121827,0.588162,-0.799515,-22.0167,244.984,-27.0347,-0.715527,0.162462,-0.679432,-65.2029,167.275,0.231871,,,,,,,,,,,,
3/12/2014 12:56:20,3,Yes,8,10,6,7,9,4.52177,138.845,35.5145,0.503088216560849,-0.568496164443128,0.008266292896314,-4.98595,152.718,4.94769,56.509,0.329983,0.34129,-0.880132,20.4246,190.062,-48.594,-0.237531,0.55426,-0.797731,-41.4954,198.19,-34.4534,-0.999792,0.0186339,0.00826661,-74.8013,142.151,15.6387,,,,,,,,,,,,
3/17/2014 11:46:05,3,Yes,9,3,3,5,7,10.4905,154.285,66.9405,1.08383707442666,0.579075413405176,0.531272089156589,-17.3861,242.257,110.933,111.055,-0.287106,0.751899,-0.593479,-26.5095,232.884,-4.70569,0.276368,0.816765,-0.506474,41.7929,237.558,12.7619,0.426978,0.900944,0.0773921,83.0596,196.11,80.7144,,,,,,,,,,,,
3/17/2014 11:47:36,3,Yes,9,6,6,7,7,8.16183,126.691,25.8308,0.496567085740254,-0.402893965319315,0.009296557058073,11.6749,153.789,-3.4025,59.0326,0.372782,0.297415,-0.878964,47.3053,162.245,-68.0802,-0.232147,0.442933,-0.865978,-18.9222,178.741,-60.017,-0.71122,0.220584,-0.667465,-77.1906,132.029,1.31985,,,,,,,,,,,,
3/17/2014 12:00:05,3,Yes,10,6,6,8,9,14.8276,194.393,34.3824,0.4683981945589,-0.288353274084508,-0.267966628976213,1.25075,199.085,-16.6533,61.1219,0.359785,0.0556999,-0.931371,57.3678,212.844,-60.904,-0.0873773,0.536903,-0.839107,-0.234669,262.488,-44.349,-0.665888,0.416946,-0.618667,-64.0643,219.761,3.41227,,,,,,,,,,,,
3/19/2014 12:09:28,3,Yes,12,6,6,6,6,15.206,233.875,73.9318,0.569172945390255,-0.321481985608426,0.078898540324533,9.77968,241.185,23.269,60.3233,0.30462,0.0551463,-0.950876,48.7807,281.148,-15.1562,-0.10687,0.457059,-0.882993,-8.05341,306.734,-4.7028,-0.693911,0.0915566,-0.714217,-53.997,236.721,25.9626,,,,,,,,,,,,
3/19/2014 12:09:50,3,Yes,12,6,6,8,8,14.4698,206.965,60.8357,0.397275011787339,-0.405743602045719,0.074511921333289,2.34529,201.727,9.78402,63.0404,0.330911,0.0102817,-0.943606,46.5155,235.256,-39.1232,-0.156765,0.532992,-0.831471,-13.1957,268.339,-23.9625,-0.535201,-0.0522104,-0.84311,-69.3523,208.563,36.2731,,,,,,,,,,,,
3/25/2014 11:01:11,3,Yes,13,3,6,7,8,57.6965,143.903,66.3606,1.17065587107961,-1.36541348158264,3.00807519393279,38.9822,152.722,59.6303,74.3272,-0.299664,-0.215582,-0.929368,1.7733,172.606,-16.4963,-0.575195,0.390166,-0.718973,-34.8966,204.764,25.7385,-0.829008,-0.311338,0.464558,-30.1987,120.486,75.2177,,,,,,,,,,,,
